param#0 	 param#1 	 param#2 	 param#3 	 param#4 	 param#5 	 param#6 	 param#7 	 param#8 	 param#9 	 param#10 	 param#11 	 param#12 	 param#13 	 param#14 	 param#15 	 param#16 	 param#17 	 dist 	It 
2.92371215 	1.05908655 	2.63957030 	0.64647313 	0.72880789 	2.72559895 	0.74877625 	0.55424787 	0.89012728 	0.91675203 	0.58916246 	1.04159634 	0.06014100 	0.89350227 	0.15245396 	0.00092202 	0.23241931 	0.87591097 	0.6000 	0 
3.28713261 	0.80298602 	1.87172864 	0.57653124 	0.58402513 	3.49822697 	0.74406306 	0.50277312 	0.95508345 	0.82628545 	1.34239392 	0.55935800 	0.00680335 	0.43660958 	0.16101829 	0.00237573 	0.65685269 	0.18699482 	0.5804 	1 
3.76677000 	1.28576129 	1.83490176 	0.94287312 	0.29374704 	3.39741790 	0.84542535 	0.51616357 	0.94461968 	0.71490786 	1.11886374 	0.25964449 	0.29024149 	0.74286495 	0.21275650 	0.00382228 	0.77195050 	0.79574564 	0.5615 	2 
3.57316658 	1.60324394 	1.58180727 	0.94735854 	0.13081999 	3.16867616 	0.72030396 	0.62478521 	0.97478818 	0.79922035 	1.18555674 	-0.27577395 	0.37747525 	0.44400111 	0.21030843 	0.00265745 	0.45440541 	0.63543109 	0.5432 	3 
3.33309026 	1.87593017 	1.13825626 	0.65271225 	0.02241381 	3.43343929 	0.94326159 	0.70346674 	0.99500032 	0.64675770 	1.38325266 	-0.07477562 	0.38159575 	0.51595383 	0.29700250 	0.00428052 	0.97558933 	0.79973704 	0.5254 	4 
3.70192801 	2.02701039 	1.30666070 	0.56385699 	0.67716621 	3.44276700 	0.87975130 	0.74091572 	0.99746742 	0.84981699 	0.77599493 	0.34224204 	0.48423326 	0.59075386 	0.30518080 	0.00645533 	0.96782037 	0.50337269 	0.5083 	5 
3.91275102 	1.45168413 	1.75385984 	0.43343400 	0.09725323 	3.49569650 	0.96030346 	0.76005941 	0.98299797 	0.81561711 	0.00153522 	0.23913709 	0.77065168 	0.56891604 	0.15593996 	0.00388118 	0.74226244 	0.41160245 	0.4917 	6 
4.14002842 	1.43049445 	2.12746418 	0.97988313 	0.73941866 	3.30414932 	0.94607029 	0.82684047 	0.98632632 	0.48353688 	0.15098877 	0.52482536 	0.53218146 	0.81472703 	0.19717212 	0.00501665 	0.85867064 	0.68212875 	0.4756 	7 
3.92941051 	2.01316135 	2.15474847 	0.64000061 	0.72583649 	3.44636214 	0.53806897 	0.96638856 	0.99685773 	0.68401217 	0.31243191 	0.66666363 	0.56643235 	0.67939586 	0.30162493 	0.00244670 	0.76908164 	0.60879794 	0.4601 	8 
3.75562376 	1.90409777 	2.40281827 	0.74416321 	0.79659057 	2.92614964 	0.67020540 	0.78794165 	0.99914823 	0.73183132 	0.35168487 	0.91766287 	0.40133020 	0.72478218 	0.18479778 	0.00601578 	0.79961177 	0.51498616 	0.4451 	9 
3.90549853 	1.91305358 	2.35594801 	0.66705243 	0.52804006 	2.89135782 	0.81000405 	0.67070355 	0.99774810 	0.96204040 	0.67931149 	1.06262708 	0.30564148 	0.71897314 	0.05181795 	0.00858975 	0.62284998 	0.70572178 	0.4306 	10 
3.83629092 	1.82044934 	2.51099975 	0.62583020 	0.60602237 	3.15362366 	0.92159399 	0.75709427 	0.99959334 	0.85418059 	0.61766658 	0.77353231 	0.45291731 	0.92885619 	0.13423991 	0.01202115 	0.31730553 	0.59624892 	0.4165 	11 
4.08900182 	2.29094567 	2.25895177 	0.45106085 	0.56547901 	2.92803560 	0.53703943 	0.81078337 	0.99736174 	0.74514530 	0.53222654 	0.48478505 	0.71390322 	0.81554650 	0.29620115 	0.00479324 	0.46065606 	0.44118671 	0.4029 	12 
3.86726450 	2.13716392 	2.13257960 	0.59461136 	0.47705138 	2.97906306 	0.53346456 	0.74611999 	0.99901564 	0.79175727 	0.82705842 	0.21238018 	0.81281142 	0.83490842 	0.18872280 	0.00305796 	0.31450697 	0.63378436 	0.3898 	13 
3.72703464 	2.10066886 	2.22465287 	0.57962941 	0.33537581 	3.04983897 	0.51195280 	0.93736595 	0.99286220 	0.81615958 	0.78041255 	0.01402643 	0.94212783 	0.91486612 	0.42816581 	0.00187980 	0.27515577 	0.78615075 	0.3771 	14 
