param#0 	 param#1 	 param#2 	 param#3 	 param#4 	 param#5 	 param#6 	 param#7 	 param#8 	 param#9 	 param#10 	 param#11 	 param#12 	 param#13 	 param#14 	 param#15 	 param#16 	 param#17 	 dist 	It 
1.80713759 	3.38981295 	0.26327610 	0.99695816 	0.22188483 	-1.36456770 	0.64884280 	0.93182063 	0.89436363 	0.83666445 	0.03097359 	0.26131999 	0.27465492 	0.70189620 	0.61298267 	0.01182148 	0.79687528 	0.38720359 	0.6000 	0 
1.85022120 	3.44550661 	1.38902015 	0.69914847 	0.79435497 	-1.75047787 	0.43087460 	0.80750532 	0.95629381 	0.64943547 	0.30494276 	0.23820581 	0.13382353 	0.35736244 	0.35177206 	0.00667207 	0.98008595 	0.61571652 	0.5804 	1 
1.96817628 	4.12567673 	1.20900400 	0.89706648 	0.64625185 	-1.38990993 	0.38865687 	0.68878172 	0.89362888 	0.93447199 	0.19969477 	0.87263549 	0.50524357 	0.44776529 	0.10729603 	0.00241567 	0.94578712 	0.87966039 	0.5615 	2 
2.83316799 	3.94080199 	1.16251688 	0.79275555 	0.56359126 	-1.84757466 	0.60799980 	0.42938286 	0.96732643 	0.90875856 	0.62757371 	1.06337609 	0.78215143 	0.33098680 	0.06303406 	0.00148296 	0.32034249 	0.76620717 	0.5432 	3 
3.40089385 	4.03169533 	1.28721836 	0.56290818 	0.15987403 	-1.80665206 	0.59441635 	0.32491728 	0.25166461 	0.92128931 	0.66465439 	1.01839144 	0.69226489 	0.68270665 	0.04934436 	0.00209626 	0.42770454 	0.97210511 	0.5254 	4 
3.53783533 	4.13349800 	1.32929310 	0.73924702 	0.05910176 	-1.70584225 	0.11092816 	0.14299316 	0.20099080 	0.93549855 	-0.19207943 	0.64051325 	0.64499115 	0.99719974 	0.05441991 	0.00094430 	0.46570778 	0.74715624 	0.5083 	5 
3.47674059 	4.18431577 	1.12695808 	0.91668427 	0.21258178 	-1.43382351 	0.55427540 	0.47018367 	0.66444099 	0.92970834 	0.04601828 	0.48593507 	0.76250140 	0.68150135 	0.06343459 	0.00034689 	0.36096886 	0.59958221 	0.4917 	6 
3.21865839 	4.12577300 	1.27202155 	0.75150355 	0.22698264 	-1.19067103 	0.65834794 	0.53573880 	0.49715771 	0.97223057 	-0.53053289 	0.67027109 	0.83347815 	0.61938407 	0.11769497 	0.00024316 	0.52983548 	0.29262253 	0.4756 	7 
3.16137642 	3.82492698 	0.96758286 	0.84274662 	0.48990778 	-1.22692979 	0.52913427 	0.51759992 	0.83535584 	0.98066479 	-0.44774987 	0.12744979 	0.80311710 	0.71237766 	0.06455150 	0.00019133 	0.58268122 	0.00501994 	0.4601 	8 
3.26599465 	3.59414416 	0.84751173 	0.64706518 	0.67880174 	-1.21076320 	0.58417401 	0.87563039 	0.54701092 	0.98465644 	-0.78112678 	0.03136715 	0.70558983 	0.73508585 	0.00589332 	0.00043342 	0.40697841 	0.08374969 	0.4451 	9 
3.43668997 	3.85499451 	0.84594373 	0.17323987 	0.98094114 	-1.04595993 	0.54118922 	0.40686732 	0.39184760 	0.83293123 	-1.01217885 	0.22211061 	0.42316215 	0.72467515 	0.19503372 	0.00078194 	0.53342693 	0.47168855 	0.4306 	10 
3.88974955 	3.62319293 	0.50402928 	0.59329276 	0.69018927 	-1.16965437 	0.47749659 	0.41383829 	0.75083402 	0.93655595 	-1.09603635 	0.54014428 	0.28007882 	0.51353499 	0.10693122 	0.00023653 	0.78661257 	0.88341776 	0.4165 	11 
3.76125113 	3.51341598 	0.52515754 	0.70831629 	0.73803447 	-1.33143022 	0.30934531 	0.57854648 	0.98548099 	0.94055776 	-0.92012013 	0.55309670 	0.59839711 	0.50998630 	0.48602556 	0.00020636 	0.78691872 	0.89648214 	0.4029 	12 
3.70660604 	3.72277675 	0.37093338 	0.51445083 	0.79576888 	-1.28962508 	0.23690544 	0.38317907 	0.84708445 	0.93862861 	-0.81482387 	0.28762996 	0.38432722 	0.66791781 	0.16246527 	0.00019347 	0.75021893 	0.96622261 	0.3898 	13 
3.99396951 	3.39775576 	0.30950929 	0.62475964 	0.59929112 	-1.12901686 	0.39210124 	0.49829074 	0.74914711 	0.92196083 	-0.95772012 	0.07627232 	0.74597021 	0.99403024 	0.15442823 	0.00032753 	0.70740580 	0.87678908 	0.3771 	14 
4.23318019 	3.54799217 	0.54638462 	0.65445677 	0.79713280 	-1.08092724 	0.63667599 	0.43626103 	0.73865697 	0.82394426 	-1.11623175 	0.02415257 	0.35611375 	0.85632250 	0.25553682 	0.00027684 	0.47743213 	0.77201163 	0.3648 	15 
4.37779170 	3.54916738 	0.64952674 	0.48149324 	0.48917465 	-0.87260001 	0.43851287 	0.72133007 	0.98976424 	0.97164704 	-1.05052257 	-0.13285267 	0.62524539 	0.76806198 	0.02198381 	0.00018834 	0.46414294 	0.73814185 	0.3528 	16 
4.48773656 	3.60540389 	1.03646335 	0.47314061 	0.92706279 	-0.85095656 	0.64177516 	0.76101577 	0.96943523 	0.86247666 	-1.34554587 	-0.23720552 	0.26602454 	0.72578787 	0.41100452 	0.00021996 	0.57187025 	0.77103374 	0.3413 	17 
3.86225042 	3.61672691 	0.99477364 	0.32206116 	0.74427898 	-0.29408782 	0.88747483 	0.92212515 	0.98209312 	0.94746271 	-1.50243277 	-0.31834330 	0.28104784 	0.89627158 	0.47927277 	0.00030961 	0.70641352 	0.45191973 	0.3302 	18 
3.81495164 	3.54777183 	0.97221681 	0.02438622 	0.76005423 	-0.12773871 	0.83531450 	0.99889706 	0.98241729 	0.95409918 	-1.66768564 	-0.46759616 	0.28793197 	0.95532019 	0.24434288 	0.00032646 	0.78914283 	0.41132700 	0.3194 	19 
3.81189538 	3.34364927 	0.95700556 	0.12069389 	0.98697235 	-0.32635168 	0.71238406 	0.89292545 	0.99178913 	0.81709460 	-1.77195606 	-0.22415494 	0.29584621 	0.68216929 	0.34213171 	0.00030910 	0.73723552 	0.69453580 	0.3090 	20 
3.89785153 	3.44010884 	1.09570008 	0.23454105 	0.72146996 	-0.45790657 	0.75307692 	0.86479192 	0.99563860 	0.79499119 	-1.55643091 	-0.22040658 	0.32031768 	0.74519542 	0.52859769 	0.00033514 	0.77440718 	0.68018601 	0.2989 	21 
3.85976569 	3.46776361 	1.06730201 	0.14545757 	0.54098173 	-0.41812566 	0.90576812 	0.78979061 	0.98907180 	0.98134581 	-1.51161194 	-0.29718398 	0.47507987 	0.80352405 	0.43039026 	0.00035619 	0.53644803 	0.63267556 	0.2892 	22 
