param#0 	 param#1 	 param#2 	 param#3 	 param#4 	 param#5 	 param#6 	 param#7 	 param#8 	 param#9 	 param#10 	 param#11 	 param#12 	 param#13 	 param#14 	 param#15 	 param#16 	 param#17 	 dist 	It 
0.66467532 	1.82197972 	1.52596138 	0.95421080 	0.76340063 	-1.05740836 	0.87396362 	0.78192391 	0.97799652 	0.81680333 	0.43867495 	0.81540805 	0.95787591 	0.26163091 	0.42308404 	0.06767760 	0.48918412 	0.51037321 	0.6000 	0 
0.72737853 	1.70761258 	1.78026955 	0.86143472 	0.26525796 	-1.07069345 	0.36196921 	0.45000282 	0.48916221 	0.90183209 	0.94525139 	0.21810831 	0.81188979 	0.63644248 	0.49631172 	0.10781346 	0.42641189 	0.36867182 	0.5804 	1 
1.13801987 	0.93869325 	1.59285780 	0.80425532 	0.14857523 	-0.44733189 	0.55701178 	0.82680042 	0.97435177 	0.87469843 	1.28159609 	0.20643114 	0.88695732 	0.74429870 	0.47471682 	0.22435110 	0.21432725 	0.49096597 	0.5615 	2 
0.78678896 	0.60450942 	1.09068191 	0.41830866 	0.42843135 	-0.71711094 	0.27335820 	0.12062748 	0.54007293 	0.99068835 	1.37845177 	0.10948535 	0.95399928 	0.44487403 	0.46192833 	0.08264022 	0.01231136 	0.06261218 	0.5432 	3 
0.54990206 	0.54680548 	0.74391292 	0.76122266 	0.20577118 	-0.14972574 	0.73052686 	0.25984075 	0.16403010 	0.99594591 	1.55449411 	0.34544170 	0.82742625 	0.46212185 	0.26766800 	0.10008524 	0.20992914 	0.01340204 	0.5254 	4 
0.83332557 	0.61683207 	1.05678902 	0.96940442 	0.72735227 	0.00083481 	0.84480145 	0.26180307 	0.28232707 	0.89937422 	1.66923875 	0.37997951 	0.93847676 	0.57380470 	0.39965998 	0.09300707 	0.09172900 	0.12342933 	0.5083 	5 
1.10692526 	0.78866973 	1.11194273 	0.82192816 	0.25766706 	0.08915194 	0.40650566 	0.74854979 	0.34861522 	0.95715861 	2.00906579 	0.25667579 	0.95295529 	0.12952210 	0.44737346 	0.14953532 	0.61121879 	0.34898905 	0.4917 	6 
1.47215250 	0.92512588 	0.99756927 	0.81879775 	0.07965149 	-0.69102527 	0.40563695 	0.45724499 	0.84209066 	0.94414153 	2.22924899 	0.42684214 	0.56235899 	0.30088650 	0.30388486 	0.64855492 	0.69934982 	0.04386881 	0.4756 	7 
1.45824550 	0.64966045 	0.60269706 	0.82212637 	0.65769462 	0.02296991 	0.09518167 	0.30088983 	0.82768430 	0.95850496 	2.65895408 	0.72222438 	0.41473679 	0.66364876 	0.47448271 	0.87913960 	0.82675715 	0.30209498 	0.4601 	8 
0.96612421 	0.47278948 	0.92801213 	0.81924890 	0.87251923 	-0.43943369 	0.20602781 	0.82867192 	0.82823051 	0.97401956 	2.69524888 	0.27059194 	0.57010033 	0.57144057 	0.47346093 	0.46559769 	0.75029293 	0.32175558 	0.4451 	9 
1.36919890 	0.45892105 	0.82593422 	0.72134270 	0.71335331 	-0.31779737 	0.49039386 	0.98684054 	0.83908582 	0.99101320 	2.63922217 	0.15526643 	0.35918602 	0.57993962 	0.29689721 	0.64252091 	0.31131525 	0.98311237 	0.4306 	10 
1.52030638 	0.48383859 	0.71310040 	0.79965415 	0.88621824 	-0.47450310 	0.14637899 	0.72656470 	0.99118229 	0.98265184 	2.73586725 	-0.21138713 	0.47854196 	0.39691329 	0.35081264 	0.68438534 	0.17614219 	0.74039408 	0.4165 	11 
1.21646338 	0.60985910 	0.54826046 	0.56553857 	0.60514116 	-0.52303475 	0.10824188 	0.76097812 	0.63632809 	0.98529567 	2.42035803 	-0.18639359 	0.50631014 	0.64715514 	0.42346664 	0.61785266 	0.30777349 	0.69318301 	0.4029 	12 
1.57437989 	1.17776636 	0.60125812 	0.52033652 	0.58747334 	-0.37672470 	0.03238699 	0.43315791 	0.20832664 	0.97340831 	2.85646730 	-0.41508208 	0.50471283 	0.21076014 	0.54431398 	0.71771824 	0.10813658 	0.25586657 	0.3898 	13 
1.51238324 	1.32064320 	0.44459937 	0.67591551 	0.27339481 	-0.37195740 	0.43843765 	0.51365291 	0.40529437 	0.98859946 	3.11672011 	-0.12447212 	0.77573283 	0.22997232 	0.48484945 	0.46438884 	0.24510285 	0.27959769 	0.3771 	14 
1.51526428 	1.18962992 	0.51987699 	0.46577713 	0.24298328 	-0.89031625 	0.48039896 	0.58478159 	0.07044994 	0.96310440 	3.14448621 	-0.26092040 	0.99768288 	0.09182645 	0.45164844 	0.88110999 	0.47906880 	0.15279593 	0.3648 	15 
1.58888073 	1.14928104 	0.60961472 	0.62583992 	0.53591808 	-0.87658888 	0.68723703 	0.54523390 	0.32315379 	0.96527361 	3.14479798 	-0.03163778 	0.97677468 	0.20998098 	0.36466778 	0.33799190 	0.44266336 	0.12314468 	0.3528 	16 
1.65719893 	1.19999114 	0.50719104 	0.95269362 	0.43547670 	-0.82313751 	0.68968637 	0.49399471 	0.36693790 	0.94292947 	3.14157658 	0.26373954 	0.75655502 	0.32739914 	0.33135114 	0.20032875 	0.83787232 	0.09441151 	0.3413 	17 
1.61079643 	1.36102139 	0.17366074 	0.74794921 	0.40783827 	-0.89065671 	0.76149876 	0.42075587 	0.08304801 	0.94994254 	3.10262787 	0.54390450 	0.93585019 	0.37853013 	0.16897714 	0.14786701 	0.73024447 	0.02970313 	0.3302 	18 
1.33579572 	1.49794758 	0.21180979 	0.54409502 	0.46611114 	-0.91427541 	0.58216475 	0.63467414 	0.06132423 	0.98706777 	3.50356633 	0.88451678 	0.97421556 	0.48426475 	0.24962198 	0.19656822 	0.75515015 	0.09103316 	0.3194 	19 
1.26192643 	1.59116987 	0.36564310 	0.44596707 	0.30549045 	-1.00630120 	0.69408560 	0.57464072 	0.07678336 	0.97747331 	3.20132484 	0.83364731 	0.94296531 	0.26745839 	0.35591226 	0.12333917 	0.74602787 	0.23708089 	0.3090 	20 
1.33067274 	1.43215172 	0.38448806 	0.46154719 	0.08877015 	-0.84100641 	0.46499171 	0.63306348 	0.08696862 	0.97756868 	3.40007413 	0.76300645 	0.88976070 	0.12553287 	0.59083658 	0.18406401 	0.78848506 	0.18140910 	0.2989 	21 
1.58006441 	1.39322851 	0.62688243 	0.54045984 	0.15857484 	-0.70065048 	0.25304024 	0.63231689 	0.05967012 	0.97002804 	3.31411456 	0.77417581 	0.76741343 	0.29510173 	0.41800935 	0.20581820 	0.82409239 	0.32048331 	0.2892 	22 
1.57532422 	1.39998691 	0.67413133 	0.59251194 	0.15404287 	-0.83053681 	0.21882729 	0.63128730 	0.10181468 	0.97405187 	3.24584819 	0.61976974 	0.70809819 	0.22841130 	0.46832272 	0.19834650 	0.46026813 	0.02311328 	0.2797 	23 
1.59238653 	1.44224169 	0.68247098 	0.35574833 	0.11622774 	-0.92678434 	0.18974493 	0.74211340 	0.04181839 	0.98873484 	3.39250782 	0.63933124 	0.81978863 	0.19285434 	0.42671668 	0.25503612 	0.48732095 	0.02793445 	0.2706 	24 
1.41340183 	1.32541611 	0.77650864 	0.48869985 	0.20936510 	-0.85782923 	0.11728249 	0.86890800 	0.14362789 	0.97361247 	3.21826091 	0.67246889 	0.72441763 	0.39524760 	0.40359066 	0.16689261 	0.61187394 	0.19222643 	0.2618 	25 
1.34705424 	1.36019443 	0.84592636 	0.60866712 	0.22323574 	-0.89698689 	0.12765613 	0.83666811 	0.16967404 	0.98273951 	3.19512781 	0.57178984 	0.82868343 	0.31461496 	0.38917865 	0.11659599 	0.61950768 	0.03711931 	0.2532 	26 
1.30568772 	1.52676660 	0.82762765 	0.74302232 	0.25067789 	-1.00194322 	0.22400588 	0.89230858 	0.19749453 	0.96250679 	3.19134171 	0.60209563 	0.68125774 	0.07403980 	0.27416948 	0.11657468 	0.60044332 	0.23828747 	0.2449 	27 
1.27298300 	1.51984540 	0.80996312 	0.73597414 	0.19139193 	-0.91385412 	0.25441754 	0.85160489 	0.23959259 	0.97395988 	3.13178761 	0.59885489 	0.84170110 	0.10771731 	0.12827804 	0.14725377 	0.54698555 	0.30862227 	0.2370 	28 
1.34594364 	1.54316228 	0.87592023 	0.75391591 	0.26100073 	-0.94549349 	0.26304985 	0.72220713 	0.14473339 	0.96172110 	3.24121157 	0.79063744 	0.93272257 	0.01712092 	0.12658160 	0.14853273 	0.56995008 	0.31403882 	0.2292 	29 
1.31106855 	1.45392677 	0.93534354 	0.65407153 	0.19200780 	-1.18094663 	0.24050394 	0.62284566 	0.12285848 	0.97207348 	3.21235745 	0.70030439 	0.97171639 	0.04432117 	0.07449043 	0.18363221 	0.61184202 	0.30389634 	0.2217 	30 
1.36076504 	1.38730199 	0.85780624 	0.56066473 	0.20426240 	-1.15921912 	0.07302795 	0.57167751 	0.12162328 	0.97993504 	3.10273854 	0.63977282 	0.92647873 	0.10260472 	0.02565090 	0.15727622 	0.60839910 	0.46745466 	0.2145 	31 
1.30352190 	1.36002009 	0.86212878 	0.50102480 	0.21960052 	-1.11917325 	0.13969828 	0.54030545 	0.22066048 	0.98026352 	3.08652235 	0.63247588 	0.95687561 	0.07680102 	0.12808828 	0.15118839 	0.62711278 	0.41825891 	0.2075 	32 
1.33246141 	1.42056789 	0.89506999 	0.38682034 	0.07954328 	-1.14126735 	0.09150851 	0.58771860 	0.29398536 	0.98998475 	3.01857132 	0.68608426 	0.87608257 	0.09838827 	0.10757743 	0.17375248 	0.57204052 	0.45145111 	0.2007 	33 
