param#0 	 param#1 	 param#2 	 param#3 	 param#4 	 param#5 	 param#6 	 param#7 	 param#8 	 param#9 	 param#10 	 param#11 	 param#12 	 param#13 	 param#14 	 param#15 	 param#16 	 param#17 	 dist 	It 
2.94817076 	1.14472330 	3.60516525 	0.86262632 	0.13007903 	0.00359240 	0.35446415 	0.74604844 	0.84874296 	0.78075831 	0.60299083 	1.30468799 	0.77444241 	0.38894131 	0.60545334 	0.07356047 	0.26512185 	0.64906002 	0.6000 	0 
3.46609129 	1.09697861 	3.44623926 	0.91157323 	0.84306004 	-0.22221622 	0.37392306 	0.56101588 	0.80258700 	0.71618369 	0.55968419 	1.50846775 	0.47853173 	0.69660647 	0.13725854 	0.10935978 	0.39404126 	0.45323269 	0.5804 	1 
3.48947455 	1.30701018 	3.40773777 	0.39907536 	0.90418505 	0.21523127 	0.50213412 	0.89867470 	0.79526333 	0.99983584 	0.72028659 	0.60840026 	0.44376572 	0.68823626 	0.78746167 	0.06052979 	0.61903775 	0.44747715 	0.5615 	2 
3.41710710 	1.88372824 	3.22012621 	0.58024848 	0.74388232 	0.49651213 	0.85798615 	0.72266381 	0.29638252 	0.77956485 	0.85140120 	1.25531867 	0.77480233 	0.84293510 	0.62911769 	0.08793085 	0.83630585 	0.21510662 	0.5432 	3 
3.90657983 	1.50006095 	3.28076991 	0.54964896 	0.95046391 	0.58871156 	0.36061703 	0.45775624 	0.69739705 	0.85903106 	1.53834522 	1.46679477 	0.46433415 	0.66863461 	0.82002162 	0.05727472 	0.48584766 	0.41615467 	0.5254 	4 
3.45292644 	1.18024258 	2.82515730 	0.75307298 	0.93729999 	0.65415326 	0.89760563 	0.19808748 	0.49660298 	0.83171461 	1.43986986 	1.68934500 	0.14499612 	0.88084468 	0.78304753 	0.02074397 	0.96932237 	0.13741424 	0.5083 	5 
3.41735402 	0.67801702 	2.96441708 	0.77784987 	0.51430479 	1.03288186 	0.84378698 	0.21421266 	0.56214920 	0.82400869 	1.30658162 	1.49221821 	0.35355603 	0.77192341 	0.38516700 	0.01656712 	0.59262346 	0.03824654 	0.4917 	6 
3.64117884 	0.55764944 	3.03070299 	0.70175330 	0.42458918 	1.23848297 	0.70530857 	0.32117198 	0.23362485 	0.87071063 	1.23664126 	1.86503953 	0.27438267 	0.81170424 	0.87651425 	0.05390350 	0.94600252 	0.05844794 	0.4756 	7 
3.12155667 	0.77678596 	2.71741006 	0.42334456 	0.21572975 	1.27391791 	0.71195548 	0.80376183 	0.09899922 	0.99593085 	1.19471023 	1.71315185 	0.59304983 	0.74484645 	0.84083414 	0.01927463 	0.78703363 	0.24513321 	0.4601 	8 
3.23938352 	0.83514754 	2.48263797 	0.30594071 	0.25398020 	1.20623200 	0.65695621 	0.81880939 	0.16966744 	0.94129024 	0.89969554 	2.08150367 	0.50602060 	0.89691066 	0.73371887 	0.02145298 	0.74452525 	0.30317972 	0.4451 	9 
