param#0 	 param#1 	 param#2 	 param#3 	 param#4 	 param#5 	 param#6 	 param#7 	 param#8 	 param#9 	 param#10 	 param#11 	 param#12 	 param#13 	 param#14 	 param#15 	 param#16 	 param#17 	 dist 	It 
0.74159174 	2.18286362 	0.01358210 	0.60767550 	0.69538840 	0.35522498 	0.69437909 	0.96716962 	0.52496318 	0.88156782 	-0.27960932 	1.12769843 	0.55350501 	0.15393617 	0.39793432 	0.01580652 	0.91391448 	0.54832361 	0.6000 	0 
1.20160441 	2.41585143 	0.34222599 	0.32788323 	0.57844634 	0.13787713 	0.98463740 	0.92962837 	0.61454764 	0.90564920 	-0.20431945 	1.52706554 	0.41691697 	0.47694264 	0.54784002 	0.07991888 	0.84042365 	0.65228410 	0.5804 	1 
0.61310533 	2.66242269 	0.61965382 	0.80767244 	0.10102275 	-0.81613697 	0.98452398 	0.92869649 	0.37913668 	0.86317453 	0.08963595 	1.70398395 	0.15281242 	0.69793400 	0.53401603 	0.25274310 	0.26787658 	0.95786977 	0.5615 	2 
0.32906570 	2.34091427 	0.69292677 	0.64660146 	0.28118204 	-0.66998790 	0.70946156 	0.79937254 	0.69476378 	0.95143402 	-0.47934026 	2.25655641 	0.43078077 	0.67756912 	0.58708594 	0.13210659 	0.48306730 	0.97803854 	0.5432 	3 
0.68035970 	1.64909102 	0.27329856 	0.57693303 	0.19425195 	-1.08482326 	0.69641733 	0.46169947 	0.80390832 	0.94077080 	0.14064560 	2.43674799 	0.62921555 	0.51707249 	0.84746925 	0.11151497 	0.46741866 	0.56323596 	0.5254 	4 
0.85719746 	1.57398404 	0.09356220 	0.99693099 	0.39465340 	-0.75049167 	0.14891018 	0.03376801 	0.71867622 	0.94550260 	0.13572075 	2.25337377 	0.85534395 	0.48545599 	0.84978811 	0.01463258 	0.33984353 	0.40809598 	0.5083 	5 
0.50576094 	1.92665475 	0.96707306 	0.85447329 	0.00941582 	-0.92643731 	0.02045035 	0.30914730 	0.35698108 	0.93497777 	0.08966237 	2.53486144 	0.50272601 	0.39892413 	0.67995252 	0.03011375 	0.81121442 	0.42347487 	0.4917 	6 
0.63636788 	1.92667528 	0.77672792 	0.94511445 	0.55815545 	-0.75307039 	0.15002725 	0.11074651 	0.12442763 	0.92953206 	0.18384206 	2.56250717 	0.37422432 	0.95068471 	0.75858322 	0.06055257 	0.42544832 	0.37782759 	0.4756 	7 
0.57992430 	1.98486791 	1.06031555 	0.67873373 	0.57207539 	-0.62899021 	0.33821963 	0.01424959 	0.57762458 	0.91518173 	-0.29516944 	2.04778303 	0.58102348 	0.95350768 	0.62989384 	0.06225342 	0.90669272 	0.42593192 	0.4601 	8 
0.42104820 	2.06595834 	1.15402056 	0.37549668 	0.84138667 	-0.40951197 	0.07567601 	0.21634493 	0.56830780 	0.87697333 	-0.01020657 	1.56473983 	0.78680984 	0.90407549 	0.45097955 	0.05215310 	0.36005442 	0.33179109 	0.4451 	9 
