param#0 	 param#1 	 param#2 	 param#3 	 param#4 	 param#5 	 param#6 	 param#7 	 param#8 	 param#9 	 param#10 	 param#11 	 param#12 	 param#13 	 param#14 	 param#15 	 param#16 	 param#17 	 dist 	It 
1.19808924 	2.41891184 	2.44411630 	0.16834370 	0.14880958 	-0.74698113 	0.86129465 	0.82625402 	0.88959567 	0.73483007 	-0.56628888 	-1.05253782 	0.47538666 	0.72072674 	0.09909066 	0.00176434 	0.81951118 	0.34249267 	0.6000 	0 
2.26967391 	2.93983759 	3.19093704 	0.95730353 	0.28727289 	-0.13231685 	0.56533646 	0.65989184 	0.99553122 	0.74448806 	-0.52437144 	-0.96242293 	0.78664877 	0.97756826 	0.14709096 	0.00230613 	0.43873791 	0.11540396 	0.5804 	1 
2.65797140 	3.26275993 	3.41945043 	0.46746129 	0.16475838 	0.19640082 	0.47364567 	0.87383546 	0.99089949 	0.86750636 	-0.54936208 	-0.46156639 	0.65019249 	0.36944296 	0.10855950 	0.00496720 	0.92646469 	0.86211207 	0.5615 	2 
2.57728319 	2.90345848 	4.16373755 	0.56461725 	0.11284248 	0.39173167 	0.57012213 	0.81418950 	0.96851631 	0.82285221 	-0.25924218 	-0.52200435 	0.97131931 	0.60838319 	0.47933477 	0.00708031 	0.50131985 	0.47981584 	0.5432 	3 
2.33857679 	2.68450303 	4.10493714 	0.61062146 	0.75047031 	-0.28704631 	0.80860877 	0.85316171 	0.97342901 	0.77971781 	-0.38581091 	-0.44801697 	0.82660395 	0.61341786 	0.21117439 	0.02575784 	0.91741951 	0.66632861 	0.5254 	4 
2.14382207 	2.44572744 	4.33676230 	0.67262890 	0.48775272 	-0.69723860 	0.48993549 	0.43451189 	0.96528779 	0.94899311 	-0.89874684 	-0.96479987 	0.88006998 	0.93345513 	0.05532793 	0.00636157 	0.81605043 	0.74802624 	0.5083 	5 
1.80519410 	2.48689417 	4.52212630 	0.58571075 	0.62835569 	-0.33021353 	0.48881277 	0.44188018 	0.99223705 	0.97032507 	-0.03713676 	-1.29538259 	0.77435040 	0.87045042 	0.01678181 	0.00326015 	0.58472043 	0.86623257 	0.4917 	6 
2.01432759 	2.71253635 	4.54158180 	0.54515044 	0.29769571 	-0.21493437 	0.65891598 	0.02358996 	0.99750869 	0.92244277 	0.69891953 	-1.14799551 	0.86935411 	0.92370950 	0.28262369 	0.00199827 	0.77866131 	0.54114330 	0.4756 	7 
2.38277955 	2.56351611 	4.45206568 	0.56740996 	0.40453672 	-0.13126760 	0.86497882 	0.44290150 	0.99425517 	0.72215011 	0.90932049 	-1.45252391 	0.87046325 	0.73923857 	0.37651993 	0.00147246 	0.97710782 	0.34806916 	0.4601 	8 
2.17317852 	2.17232167 	3.96832249 	0.96801597 	0.58979583 	-0.36732172 	0.68380578 	0.66491827 	0.98774953 	0.80618361 	1.29660324 	-1.38722101 	0.96843169 	0.72957113 	0.29224887 	0.00190563 	0.66528057 	0.83008008 	0.4451 	9 
2.18668998 	2.16128966 	3.60576354 	0.83680293 	0.79917183 	-0.13139696 	0.88627771 	0.62604784 	0.99850122 	0.60134132 	1.09963941 	-1.75306223 	0.84015329 	0.97188313 	0.15883136 	0.00175869 	0.56972515 	0.66087220 	0.4306 	10 
2.43389150 	2.18388036 	3.52897444 	0.95211203 	0.97189055 	-0.10699071 	0.87331151 	0.82926085 	0.99973205 	0.71500260 	1.44283941 	-1.50319660 	0.70053879 	0.98158048 	0.32655906 	0.00172776 	0.49181025 	0.99345587 	0.4165 	11 
2.66232041 	2.00717733 	3.40052755 	0.82596358 	0.87923023 	-0.28185481 	0.97199687 	0.91272316 	0.99684871 	0.58816335 	0.91862190 	-1.45529967 	0.91288314 	0.89049594 	0.13003541 	0.00236993 	0.39580983 	0.80245740 	0.4029 	12 
2.65671439 	2.02648892 	3.37375656 	0.77229624 	0.97548046 	-0.05541377 	0.97331214 	0.83486931 	0.99949392 	0.48543050 	0.92628488 	-1.36000594 	0.79006477 	0.87925317 	0.03931426 	0.00267825 	0.42900619 	0.93950586 	0.3898 	13 
2.79947044 	1.94930881 	3.23992145 	0.54623952 	0.93310602 	0.48564424 	0.90098064 	0.81055552 	0.99636395 	0.89655218 	0.74651034 	-1.71238253 	0.68930453 	0.74509987 	0.08590286 	0.00505433 	0.46106473 	0.83118729 	0.3771 	14 
2.90235762 	1.77416829 	3.21820676 	0.42545450 	0.86532751 	0.58758409 	0.83666938 	0.91026826 	0.99752261 	0.89821168 	0.54670227 	-1.49487656 	0.58583710 	0.78914094 	0.09225819 	0.00737990 	0.70090100 	0.78624746 	0.3648 	15 
2.54205991 	1.62703719 	3.06124706 	0.24947101 	0.71321748 	1.06244856 	0.89490378 	0.82276627 	0.99737622 	0.78056700 	0.81576392 	-1.55510132 	0.73575847 	0.88781698 	0.12488046 	0.00347580 	0.68577290 	0.81138969 	0.3528 	16 
2.71539040 	1.49239313 	2.98087244 	0.20914070 	0.68102786 	1.23746965 	0.77703052 	0.82167952 	0.99854680 	0.66830537 	0.73907130 	-1.38325079 	0.93261001 	0.63120096 	0.09570367 	0.00370670 	0.56471951 	0.95561934 	0.3413 	17 
2.78382629 	1.53517591 	2.93701327 	0.11201557 	0.75024294 	1.22491279 	0.91359112 	0.97358793 	0.99834542 	0.56236203 	0.59643246 	-1.36185471 	0.85713135 	0.65917673 	0.18453546 	0.00378437 	0.55921579 	0.80153440 	0.3302 	18 
2.96795280 	1.25664146 	3.11867192 	0.10810647 	0.51414858 	1.22592412 	0.86748004 	0.95478793 	0.99741605 	0.51539233 	0.48689841 	-1.25289891 	0.91061572 	0.56238093 	0.06467057 	0.00486174 	0.66325443 	0.84383138 	0.3194 	19 
2.90656798 	1.23819317 	3.14496756 	0.09806512 	0.44762667 	1.23630518 	0.86960861 	0.89725186 	0.99941830 	0.62490842 	0.50650335 	-1.30745111 	0.73983606 	0.52428560 	0.15918361 	0.00606973 	0.73836879 	0.88708755 	0.3090 	20 
2.98079824 	1.31187801 	3.09622964 	0.14386611 	0.44836983 	1.29293999 	0.94888244 	0.83553645 	0.99731564 	0.66557479 	0.36197932 	-1.26447018 	0.64977830 	0.65796885 	0.15783201 	0.00592250 	0.74973832 	0.94326634 	0.2989 	21 
2.93723499 	1.28435161 	2.92975999 	0.05783594 	0.37374450 	1.23615747 	0.93031633 	0.81159460 	0.99997842 	0.65564771 	0.28951759 	-1.22044173 	0.79260724 	0.77305656 	0.08211329 	0.00503832 	0.61690448 	0.97034515 	0.2892 	22 
3.06061987 	1.25578563 	3.02643151 	0.15338664 	0.32823717 	1.26726508 	0.95947579 	0.76146975 	0.99911792 	0.68220450 	0.29445752 	-1.29278023 	0.69877075 	0.75359783 	0.01375652 	0.00333882 	0.79493169 	0.97958287 	0.2797 	23 
3.09547113 	1.25397173 	3.09896892 	0.07383067 	0.28463491 	1.18949544 	0.73560108 	0.80205707 	0.99768107 	0.58686153 	0.27382901 	-1.25616698 	0.73856081 	0.80713532 	0.02752234 	0.00399519 	0.75621180 	0.98830042 	0.2706 	24 
3.28701817 	1.17789195 	3.07125892 	0.05912977 	0.48120619 	1.19514250 	0.79874281 	0.81001375 	0.99929562 	0.71808470 	0.31044213 	-1.27764857 	0.67892054 	0.74155313 	0.08170205 	0.00494171 	0.73369434 	0.90682885 	0.2618 	25 
3.28105504 	1.10369624 	3.11091133 	0.10115580 	0.49640721 	1.20786663 	0.78279964 	0.75230454 	0.99979991 	0.63126167 	0.23841579 	-1.34244305 	0.66693755 	0.83341814 	0.04110395 	0.00544074 	0.70203717 	0.91328721 	0.2532 	26 
3.31799269 	1.10516476 	3.08818730 	0.02778783 	0.57683021 	1.20372013 	0.92384297 	0.71053684 	0.99860580 	0.70575853 	0.22102985 	-1.30791986 	0.72082843 	0.93824152 	0.12199438 	0.00519487 	0.68408824 	0.98667072 	0.2449 	27 
3.33396557 	1.14777960 	3.15660524 	0.16059424 	0.60699016 	1.23445455 	0.93644003 	0.70480220 	0.99713129 	0.71437084 	0.28004668 	-1.26776722 	0.69338219 	0.89400221 	0.21589948 	0.00663365 	0.70470330 	0.98266670 	0.2370 	28 
3.31865555 	1.19385934 	3.17485530 	0.21033985 	0.63476066 	1.34911982 	0.94197296 	0.83685626 	0.99861695 	0.79089254 	0.25772544 	-1.30956333 	0.69025412 	0.98182712 	0.15837894 	0.00701301 	0.66517514 	0.94369131 	0.2292 	29 
3.20737473 	1.23422095 	3.10486897 	0.23475244 	0.52295647 	1.41896199 	0.94852636 	0.82610390 	0.99821535 	0.72384134 	0.28745049 	-1.30874615 	0.59392164 	0.99620369 	0.16403713 	0.00806927 	0.68588009 	0.95404333 	0.2217 	30 
3.33105479 	1.29839128 	3.04608509 	0.29196761 	0.51596411 	1.38828753 	0.89566613 	0.92818337 	0.99806258 	0.70959178 	0.33912684 	-1.32690701 	0.62018473 	0.97825792 	0.22305724 	0.00763253 	0.70891421 	0.90146495 	0.2145 	31 
3.30832035 	1.31672597 	3.03240014 	0.27346811 	0.44728267 	1.38648035 	0.90970489 	0.95983093 	0.99881993 	0.62151911 	0.27930400 	-1.25245268 	0.53184853 	0.95867046 	0.28286594 	0.00787101 	0.67235441 	0.97287072 	0.2075 	32 
3.30313220 	1.29962358 	3.03482128 	0.31940494 	0.43089430 	1.39050354 	0.91738078 	0.92786093 	0.99981215 	0.63471262 	0.30016071 	-1.24091700 	0.54224120 	0.92276534 	0.31139704 	0.00691331 	0.61271168 	0.90809622 	0.2007 	33 
3.33817595 	1.20995040 	3.00107282 	0.29802522 	0.41695901 	1.35433143 	0.95539033 	0.93669486 	0.99989921 	0.62166331 	0.33773195 	-1.19331539 	0.46466529 	0.88439359 	0.30825253 	0.00584187 	0.63298628 	0.90383007 	0.1942 	34 
3.33196918 	1.24929349 	3.02721701 	0.32256041 	0.35863329 	1.36951178 	0.94723949 	0.90630890 	0.99992998 	0.61199515 	0.34506703 	-1.14184667 	0.49045896 	0.90563192 	0.31743410 	0.00545500 	0.56567686 	0.89359620 	0.1878 	35 
3.37698076 	1.19749132 	3.07132319 	0.27789489 	0.38421653 	1.42649323 	0.93340548 	0.89727856 	0.99946853 	0.63532298 	0.31209151 	-1.13896382 	0.53550566 	0.93719495 	0.34333437 	0.00594171 	0.58048126 	0.89336777 	0.1817 	36 
3.39142171 	1.19639392 	3.07264090 	0.29979910 	0.36701263 	1.44758097 	0.90807681 	0.95357144 	0.99640623 	0.59945938 	0.29522322 	-1.13356175 	0.55115737 	0.98633093 	0.31599411 	0.00614674 	0.58555917 	0.88447248 	0.1758 	37 
3.35643206 	1.20697366 	2.97510160 	0.26006065 	0.19488699 	1.41669109 	0.99788372 	0.92357811 	0.99888306 	0.71628348 	0.31146085 	-1.14656063 	0.71454075 	0.95076142 	0.20033251 	0.00686238 	0.73814103 	0.90852670 	0.1700 	38 
3.38872320 	1.19744311 	3.03897517 	0.26402358 	0.17382459 	1.37900397 	0.96433817 	0.87720776 	0.99928860 	0.68114823 	0.26429231 	-1.19198191 	0.71579198 	0.95305513 	0.15387296 	0.00673573 	0.70201472 	0.91133471 	0.1645 	39 
3.38383063 	1.17182727 	3.07106326 	0.28781897 	0.19053681 	1.37991198 	0.97213802 	0.94397058 	0.99852246 	0.69568340 	0.25343367 	-1.16740584 	0.70300848 	0.99016858 	0.13544044 	0.00637282 	0.72309319 	0.88002601 	0.1591 	40 
3.37376894 	1.16494034 	3.05646294 	0.29017609 	0.14674865 	1.38000122 	0.95980691 	0.92764024 	0.99969735 	0.62226942 	0.25684263 	-1.18074935 	0.67427848 	0.95131847 	0.17292194 	0.00651383 	0.71683388 	0.87502244 	0.1539 	41 
3.44395025 	1.20441798 	3.04599471 	0.31284967 	0.15443714 	1.41272253 	0.93355873 	0.90851798 	0.99784826 	0.61415818 	0.26504146 	-1.19399321 	0.68586836 	0.94812727 	0.15074953 	0.00615853 	0.72700636 	0.85570045 	0.1489 	42 
3.41994514 	1.16532518 	3.04812287 	0.34438835 	0.08843967 	1.44850407 	0.99154027 	0.91265745 	0.99829301 	0.62995179 	0.23316973 	-1.18080870 	0.69565931 	0.89993173 	0.14693093 	0.00628136 	0.71297551 	0.85275857 	0.1440 	43 
3.42242837 	1.17383616 	3.04997035 	0.33806810 	0.06672803 	1.42275413 	0.99391479 	0.92835633 	0.99953274 	0.64126213 	0.21253263 	-1.16420819 	0.69592995 	0.91805021 	0.13561500 	0.00665582 	0.74781137 	0.85899959 	0.1393 	44 
3.40447785 	1.19132653 	3.03559718 	0.32290942 	0.06868029 	1.43416168 	0.98201192 	0.94381174 	0.99949616 	0.68086804 	0.22017337 	-1.17009818 	0.67909700 	0.91679370 	0.13045107 	0.00727052 	0.74978352 	0.87954133 	0.1348 	45 
3.39449337 	1.18120664 	3.05341375 	0.31681854 	0.06710172 	1.41383636 	0.97414280 	0.93465444 	0.99920655 	0.68181939 	0.19506006 	-1.16247298 	0.63699685 	0.93505693 	0.10625966 	0.00738472 	0.73061128 	0.89764713 	0.1304 	46 
3.41902877 	1.16491127 	3.08294696 	0.31372764 	0.07709803 	1.41208325 	0.97995350 	0.95612470 	0.99843530 	0.68579451 	0.20051442 	-1.15182930 	0.64952567 	0.90552005 	0.10009680 	0.00747883 	0.75187055 	0.90229896 	0.1261 	47 
