param#0 	 param#1 	 param#2 	 param#3 	 param#4 	 param#5 	 param#6 	 param#7 	 param#8 	 param#9 	 param#10 	 param#11 	 param#12 	 param#13 	 param#14 	 param#15 	 param#16 	 param#17 	 dist 	It 
2.24917594 	1.83381963 	0.11019271 	0.65892326 	0.24753422 	0.25121194 	0.95798666 	0.60532846 	0.94465354 	0.93988410 	-0.71501772 	1.12221010 	0.91849596 	0.06804897 	0.79481014 	0.00531595 	0.43519046 	0.12884325 	0.6000 	0 
2.29046265 	2.09522673 	0.62407028 	0.51178986 	0.60714486 	0.17413601 	0.85618405 	0.85933750 	0.46062427 	0.90930702 	-0.63393081 	0.88885145 	0.82706464 	0.38663028 	0.37034598 	0.00342299 	0.37721074 	0.97367728 	0.5804 	1 
2.01221354 	2.32993680 	0.82891057 	0.61608912 	0.53688520 	0.15486191 	0.68043190 	0.63639380 	0.97255418 	0.97189104 	-0.45727799 	0.42546288 	0.97227429 	0.38320588 	0.51028701 	0.00428021 	0.84412155 	0.54220793 	0.5615 	2 
1.77230156 	2.69293594 	1.12617620 	0.66657393 	0.20776774 	-0.02315521 	0.71251437 	0.90348047 	0.81229810 	0.87728379 	0.01639044 	0.93198241 	0.60458642 	0.74669243 	0.85957442 	0.00077359 	0.59653219 	0.83625485 	0.5432 	3 
1.50598698 	3.27637457 	1.59499228 	0.39850130 	0.37119031 	-0.44796577 	0.82439647 	0.22067439 	0.97300221 	0.88245326 	0.55970952 	0.20382567 	0.81524949 	0.86037358 	0.80799264 	0.00469809 	0.71623588 	0.96432868 	0.5254 	4 
1.90887789 	3.08593305 	1.76734200 	0.40440555 	0.54906151 	-0.74385303 	0.34906787 	0.21711247 	0.98161763 	0.94434915 	1.11642220 	-0.07446584 	0.91564080 	0.96553283 	0.49351112 	0.00493695 	0.88550377 	0.77727241 	0.5083 	5 
2.38459825 	3.36124707 	1.39208333 	0.99199917 	0.32042066 	-1.21827844 	0.10633532 	0.19494022 	0.81722395 	0.95006847 	1.56638749 	0.29634703 	0.96130795 	0.97642644 	0.37445858 	0.00193520 	0.61237226 	0.45723596 	0.4917 	6 
2.25737078 	3.39689082 	1.92293791 	0.69475474 	0.68323748 	-1.31792866 	0.36670485 	0.34503774 	0.77286092 	0.94798816 	1.64242187 	0.18509145 	0.79155813 	0.54974910 	0.06110388 	0.00178295 	0.55421430 	0.62031403 	0.4756 	7 
1.95111038 	3.80034112 	1.74687247 	0.48701749 	0.29240933 	-0.79172223 	0.67244298 	0.80470804 	0.99460203 	0.94380838 	1.75779771 	0.12211080 	0.57324782 	0.54686379 	0.08408058 	0.00074728 	0.88180712 	0.38892171 	0.4601 	8 
2.31773935 	3.72498450 	2.26303397 	0.41527010 	0.08084969 	-1.32577516 	0.85478458 	0.72445284 	0.88815520 	0.92681294 	1.27827502 	0.28148926 	0.59300285 	0.75381646 	0.23861323 	0.00127283 	0.85168746 	0.74454833 	0.4451 	9 
2.09284006 	3.43009866 	2.51409824 	0.60474061 	0.23775839 	-1.48298028 	0.84669781 	0.74839631 	0.87390042 	0.88544711 	1.24266204 	0.16481592 	0.55036376 	0.70594571 	0.08704405 	0.00143635 	0.84340409 	0.36249470 	0.4306 	10 
2.00877018 	3.44772862 	2.48305430 	0.59098122 	0.21138913 	-1.54399095 	0.63051984 	0.76418103 	0.97668060 	0.74645931 	1.39329261 	0.32780984 	0.62188841 	0.29518306 	0.51085655 	0.00191815 	0.78958808 	0.94666153 	0.4165 	11 
