param#0 	 param#1 	 param#2 	 param#3 	 param#4 	 param#5 	 param#6 	 param#7 	 param#8 	 param#9 	 param#10 	 param#11 	 param#12 	 param#13 	 param#14 	 param#15 	 param#16 	 param#17 	 dist 	It 
2.97287684 	0.75130828 	1.36066231 	0.94424589 	0.74214686 	0.34269383 	0.81307732 	0.58521323 	0.85784507 	0.71595107 	-0.99991148 	-0.37928616 	0.54211356 	0.44745644 	0.68027876 	0.00272039 	0.49799693 	0.16193288 	0.6000 	0 
2.98735473 	1.97818646 	1.24188502 	0.47924572 	0.26040044 	0.93642461 	0.55691887 	0.13621520 	0.83648881 	0.84973764 	-0.55634846 	-0.34410198 	0.88325178 	0.26275432 	0.94633038 	0.00038535 	0.20271600 	0.07914964 	0.5804 	1 
2.51431118 	2.72128737 	1.63803311 	0.55525822 	0.27415486 	0.67180872 	0.76276180 	0.01619907 	0.90870016 	0.73965496 	-0.80362469 	-0.40098719 	0.71175277 	0.48861488 	0.50074589 	0.00028272 	0.13638799 	0.34804479 	0.5615 	2 
2.54468308 	1.83732196 	2.50677071 	0.64819348 	0.54294390 	0.79765129 	0.44297851 	0.18870825 	0.78236357 	0.87546247 	-0.99915065 	-1.51993995 	0.67241357 	0.41595854 	0.58032607 	0.00077755 	0.36357225 	0.39531315 	0.5432 	3 
2.11789041 	1.57430535 	3.09467608 	0.87926679 	0.07125937 	0.61135436 	0.83660721 	0.94984677 	0.66401908 	0.83833286 	-1.03892072 	-1.27950607 	0.34365334 	0.40139031 	0.56988690 	0.00062498 	0.50644563 	0.55871278 	0.5254 	4 
2.51546188 	1.85574903 	3.22359152 	0.73633087 	0.21545379 	1.10774021 	0.24398639 	0.84179749 	0.82269629 	0.85320576 	-0.96717856 	-1.12731001 	0.52144227 	0.87106117 	0.04103465 	0.00126906 	0.40809070 	0.57747758 	0.5083 	5 
2.17766527 	2.14098427 	3.35909164 	0.99027351 	0.30496805 	1.04395897 	0.25167184 	0.84145222 	0.98258153 	0.60590185 	-1.17246427 	-1.43910139 	0.76594045 	0.66290174 	0.42499379 	0.00345376 	0.17114375 	0.35244363 	0.4917 	6 
2.83758164 	2.17965488 	3.48655714 	0.91633977 	0.53347145 	1.05227087 	0.38509292 	0.89395759 	0.99286274 	0.72255024 	-0.93916466 	-1.53763402 	0.77480423 	0.45887677 	0.33763639 	0.00827308 	0.14638076 	0.56362433 	0.4756 	7 
2.30347650 	1.83437053 	4.17916306 	0.75441351 	0.80877385 	1.04945779 	0.00287565 	0.72002631 	0.91765139 	0.94134523 	-0.96526364 	-1.63135737 	0.57203631 	0.81114921 	0.00399607 	0.00378948 	0.00708434 	0.23845632 	0.4601 	8 
2.70679689 	1.74816510 	4.00269164 	0.79172669 	0.53264408 	1.14465795 	0.14910892 	0.76182377 	0.84484217 	0.82605762 	-1.06913719 	-1.26602770 	0.48251338 	0.48615951 	0.22478339 	0.00206864 	0.17157837 	0.34978754 	0.4451 	9 
2.42996821 	1.53901990 	4.00009993 	0.90599044 	0.57547200 	1.10031519 	0.42775687 	0.73734496 	0.66375722 	0.79791840 	-1.00114366 	-1.35441500 	0.83898873 	0.62747407 	0.08969246 	0.00350693 	0.68035754 	0.48716364 	0.4306 	10 
2.26678403 	1.24818050 	3.69274355 	0.57841183 	0.54476919 	1.09942728 	0.31751220 	0.99048265 	0.71301992 	0.87596880 	-1.41370702 	-1.44232193 	0.70842467 	0.69024280 	0.06193987 	0.00668646 	0.67238838 	0.86270000 	0.4165 	11 
2.60237702 	0.87453521 	3.68074238 	0.65752663 	0.93724028 	0.49483529 	0.25585602 	0.98272980 	0.99196442 	0.84894602 	-1.57908760 	-1.46778996 	0.77433092 	0.71555716 	0.22787266 	0.01783314 	0.22890109 	0.85328021 	0.4029 	12 
2.31459585 	0.70781871 	3.64946605 	0.59189476 	0.68806812 	-0.01289610 	0.22765888 	0.80349789 	0.90958439 	0.90596420 	-1.70644955 	-1.23905196 	0.74249296 	0.56323272 	0.23931310 	0.01726741 	0.33917148 	0.56429206 	0.3898 	13 
2.15115246 	0.90866301 	3.99197359 	0.61936038 	0.65080030 	-0.02161410 	0.28246163 	0.75406402 	0.97658520 	0.85440445 	-1.66057852 	-1.46535411 	0.97742774 	0.40263251 	0.05749560 	0.01638301 	0.53547426 	0.59681431 	0.3771 	14 
2.00613155 	0.82360798 	3.96013763 	0.75179872 	0.59590860 	0.14365933 	0.22032104 	0.92481026 	0.94521173 	0.89450669 	-1.64555909 	-1.62190714 	0.97088678 	0.76282295 	0.03204454 	0.02441850 	0.49719709 	0.99842521 	0.3648 	15 
1.99425331 	0.69173032 	3.94538944 	0.77125690 	0.69217464 	0.23435845 	0.24933135 	0.97417794 	0.98346694 	0.87854216 	-2.04490420 	-1.44339072 	0.91338424 	0.72333319 	0.05902357 	0.03457800 	0.46053881 	0.89691476 	0.3528 	16 
2.01421753 	0.61705417 	4.22360376 	0.72557847 	0.70073677 	0.36566480 	0.61281574 	0.89265349 	0.92635778 	0.89660123 	-1.92154080 	-1.46583796 	0.64640121 	0.99951516 	0.08134893 	0.05699241 	0.32660993 	0.86017261 	0.3413 	17 
2.26306944 	0.48684970 	4.26266476 	0.49438416 	0.67849823 	0.20161465 	0.60817949 	0.84523408 	0.97428159 	0.85418546 	-1.97832761 	-1.14262520 	0.85489841 	0.90995707 	0.05886651 	0.03628655 	0.29507472 	0.66794467 	0.3302 	18 
2.10969441 	0.60170060 	4.43414406 	0.45214586 	0.72556294 	0.16529345 	0.59299447 	0.78709172 	0.98092039 	0.78441664 	-1.91418806 	-1.42229879 	0.70190017 	0.76444258 	0.01263594 	0.02066369 	0.20695346 	0.68018968 	0.3194 	19 
2.27909745 	0.55091841 	4.67382721 	0.46077188 	0.76060874 	0.25431140 	0.32971668 	0.62071725 	0.91833428 	0.93250042 	-2.03655813 	-1.55269113 	0.76880209 	0.90762763 	0.18663894 	0.02461480 	0.38063462 	0.76153103 	0.3090 	20 
2.03661604 	0.32805999 	4.69579116 	0.41968053 	0.83623677 	0.49427817 	0.40793565 	0.39476183 	0.96519398 	0.89169194 	-2.02222589 	-1.44727804 	0.45209366 	0.81784504 	0.07719760 	0.02004744 	0.30080655 	0.98634526 	0.2989 	21 
1.90467794 	0.50231383 	4.60505094 	0.43399546 	0.95384108 	0.41538654 	0.21543920 	0.50671217 	0.96851071 	0.90578882 	-1.86185261 	-1.52939217 	0.50563017 	0.91726128 	0.09021271 	0.02290690 	0.43325922 	0.96361226 	0.2892 	22 
2.03935723 	0.43517796 	4.54083626 	0.52375856 	0.76071313 	0.54277998 	0.20708037 	0.53111046 	0.97523673 	0.91386509 	-2.01582474 	-1.63840279 	0.57098813 	0.86288546 	0.18649847 	0.02515739 	0.31865678 	0.89755113 	0.2797 	23 
1.82607839 	0.44098607 	4.72130588 	0.30298807 	0.70415227 	0.69453721 	0.22262110 	0.67065299 	0.98996854 	0.91921601 	-2.12419087 	-1.73699235 	0.53314190 	0.99591977 	0.06743641 	0.02619138 	0.39312595 	0.80212376 	0.2706 	24 
1.89072577 	0.48202543 	4.78047679 	0.30855051 	0.77794714 	0.73467009 	0.16823285 	0.70681336 	0.96107463 	0.94715805 	-2.18594257 	-1.77042593 	0.43916228 	0.95796604 	0.00355143 	0.01833509 	0.40724205 	0.92149009 	0.2618 	25 
1.91915621 	0.50600688 	4.63520343 	0.21495491 	0.83126784 	0.68278492 	0.18573422 	0.59411703 	0.80528749 	0.98335245 	-2.27083927 	-1.86388294 	0.37515899 	0.75475540 	0.00259102 	0.01070674 	0.47334806 	0.88458307 	0.2532 	26 
1.81732441 	0.70971477 	4.63788923 	0.11959437 	0.77388750 	0.83918587 	0.17161704 	0.49110309 	0.88429585 	0.97966057 	-2.40657401 	-1.93016652 	0.17588513 	0.74800035 	0.01645304 	0.01049647 	0.51225205 	0.89884216 	0.2449 	27 
1.75082015 	0.70203581 	4.68287294 	0.14263854 	0.68104452 	1.02921371 	0.39925090 	0.43912703 	0.86102968 	0.97700516 	-2.43421726 	-2.08240938 	0.20138031 	0.71041554 	0.02205635 	0.01169445 	0.54911858 	0.94357561 	0.2370 	28 
1.65562091 	0.76234138 	4.68508113 	0.06870566 	0.80971853 	1.17616772 	0.46101686 	0.48504018 	0.75146608 	0.99246022 	-2.51141367 	-2.03794571 	0.24186747 	0.63918021 	0.00384123 	0.00893942 	0.64785017 	0.96535390 	0.2292 	29 
1.71745858 	0.89811394 	4.61463345 	0.04199003 	0.79297732 	1.20779280 	0.40106587 	0.49265755 	0.84249618 	0.97294325 	-2.52766780 	-1.81014331 	0.19554039 	0.60077867 	0.00040390 	0.00928789 	0.71400979 	0.95606274 	0.2217 	30 
